id	name	brth_date	sex	mother_name
ID_008684	GLEUCIMAR ASSIS FELIX	1930-07-15	F	ALBETANIA MACIEL ASSIS
ID_009694	LINDINAURA DAS NEVES MAGALHAES	1947-07-27	F	RAQUEANE FOGACA DAS NEVES
ID_009382	WITALA MODESTO SOUSA	1976-04-05	F	IRISDALVA CAPELO MODESTO
ID_007831	JUSTO AGUIAR MARINHO EVANGELISTA	1954-03-12	M	IRENES APARICIO FERRARI MARINHO
ID_003615	KARLLA ALVES GOMES	2006-06-17	F	GRACIONE PADILHA ALVES
ID_007255	ALTIVO PIRES ALMEIDA	1978-04-05	M	GILBERLANDIA GUIMARAES PIRES
ID_003697	JONISE CUNHA CASTRO	1956-11-28	F	IRADETE OLIVEIRA CUNHA
ID_001584	ORLANDINO MAGALHAES MENDES	1966-07-01	M	GESSINETE GIL MAGALHAES
ID_007890	CARMELINE SALGADO MENDES	1998-09-24	F	MACIANE FRUTUOSO SALGADO
ID_009515	MERILAN HIPOLITO VILELA	2008-07-14	F	JADELIA MENDES HIPOLITO
ID_008740	CREUDILENE TEIXEIRA BEIRAMAR	1932-03-05	F	LEIDIMAURA MENDES TEIXEIRA
ID_000120	CERSO RODRIGUES OURIQUE	1959-12-06	M	LINDAMARCIA BARRETO RODRIGUES
ID_007207	DOUGIVAL BAPTISTA SOUZA	1991-12-23	M	ISAIR NOBREGA BAPTISTA
ID_009551	NILOMAR FIGUEIROA PEREIRA	2005-06-17	M	SERIA GUTERRES FIGUEIROA
ID_003736	ETTORE EVANGELISTA SANTOS QUARTEIRA	2018-03-11	M	JOSANGELA GENTIL CAMACHO SANTOS
ID_005704	RANDALA DRUMOND SANTANA	1960-11-09	F	RENANIA FREITAS DRUMOND
ID_006436	AMINTAS DIAS VILELA	1975-12-16	M	VANDELICE MARTINS DIAS
ID_004800	JULIAN ZAGALO RAMIRES	2008-09-05	M	RANIEDJA MENDES ZAGALO
ID_000459	JOVAILTON JESUS ARRUDA	2009-12-07	M	MAGNER SOUZA JESUS
ID_001752	RONARIA CORTES SILVA	1908-01-11	F	NINALVA APOLINARIO CORTES
ID_000292	ANDERLON DA COSTA FURTADO	2001-06-03	M	ONIVIA PINHEIRO DA COSTA
ID_004868	ALMIRENE SOUSA MARQUES	2010-11-27	F	JOSIANA BOTELHO SOUSA
ID_007049	CRISNE GUEDES GERALDES	1964-03-16	F	NEUZILDA NOVAES GUEDES
ID_000939	ADERISVALDO SOUSA SOUZA	2017-05-16	M	NATTASHA GOMES SOUSA
ID_008445	IVAIRA ROCHA SOUSA	1955-06-06	F	VALDINEIA JESUS ROCHA
ID_002528	LAODELINO MEIRELES SOUSA	1911-06-13	M	NOILVES BRITES MEIRELES
ID_002488	EDJAIR SOUZA MOREIRA	1972-04-13	M	SERLI GODINHO SOUZA
ID_005745	PETRONA SILVA COSTA	1958-04-01	F	DELZELINA NASCIMENTO SILVA
ID_003613	ARIEDNE FARIAS VARELA	1978-02-01	F	SAIANE GIL FARIAS
ID_004671	CHISLAINE DANTAS CASTRO	1985-07-13	F	SIVANILDA JAQUES DANTAS
ID_005213	CLEUSIA DA MATA SOUSA ALVIM	1916-05-18	F	LEONEDE JAQUES FERNANDES SOUSA
ID_004491	OSVALMIR FURTADO SOUZA	1962-01-21	M	SILMAIA ALVES FURTADO
ID_001409	LIJA GUIMARAES REZENDE	2008-02-21	F	RADJA VIDAL GUIMARAES
ID_007089	JORCELINO VASQUES	1981-12-22	M	EUZINEIDE LOPES VASQUES
ID_008264	MAXLEI DORNELES SOUSA	1934-04-16	M	LINDRACI TELES DORNELES
ID_009966	VALDEBAN GASPAR SOUSA	1907-01-22	M	SUZANILDA SOUZA GASPAR
ID_000217	ADILEA GOUVEIA CUSTODIO	1978-08-26	F	ROSINEIDE RIBEIRO GOUVEIA
ID_001456	FLAISE APARICIO DA CONCEICAO	2016-02-11	F	MARUZIA MONTEIRO APARICIO
ID_005955	GESMO NOVAES MESQUITA	1930-05-14	M	CLAUDIMIRA RAMIRES NOVAES
ID_004334	EURIDIANE SILVA NOBREGA	1952-07-01	F	FATMA MORAIS SILVA
ID_002540	WEDINEI FRUTUOSO RAMIRES	1967-09-05	M	VALCIARA CHAVES FRUTUOSO
ID_002195	MARCINES SALES RIBEIRO	1979-08-28	F	ORLANDA PEIXOTO SALES
ID_009940	ALCIONEIA SIQUEIRA SOUZA	1988-09-09	F	AUZELITA AMORIM SIQUEIRA
ID_007933	ADENOURA CAPELO ARAGAO	1928-07-28	F	EUDINA NOVAES CAPELO
ID_001151	DANDALO APOLINARIO JESUS RESENDE	2009-05-03	M	EDILVA FOGACA BEIRAMAR JESUS
ID_007181	MARINALDO CONCEICAO TEIXEIRA MARTINS	1983-04-06	M	LUDILENE FERNANDES DA COSTA TEIXEIRA
ID_004718	VALDISLAINE VIEIRA DA PAZ	1985-10-22	F	GLACIMAR HILARIO VIEIRA
ID_002070	CELCIMAR CARDOSO NOGUEIRA	1927-11-23	M	AMENA DIAS CARDOSO
ID_002308	NEITON OLIVEIRA MARINHO	1956-01-14	M	DERLENE DA CRUZ OLIVEIRA
ID_003983	MEURI SALES MENEZES	2000-05-28	F	TAFINES PEIXOTO SALES
ID_009729	NORBERTINO PEIXOTO DIAS	1925-11-11	M	ADALCIRA SOUZA PEIXOTO
ID_000109	JORLENO ARAUJO SILVEIRA	1926-01-27	M	ADJEANE MUNIZ ARAUJO
ID_009916	MAICHEL LESSA VIEIRA	1959-06-07	M	GEISE CHAVES LESSA
ID_005432	OREZINA RAMOS CASTRO	1980-09-26	F	AVANIRA CHAVES RAMOS
ID_004395	LIDINEA MENEZES FLORES	2012-06-13	F	ARIADINA ALEGRIA MENEZES
ID_002804	ARLITIANE GIL ZANETTE	2013-08-03	F	LILISSANE PILAR GIL
ID_000744	CLEUDIO SOUZA MENDES	1902-04-22	M	SUZENI SILVA SOUZA
ID_007940	DJANIRA DIAS GOMES	2005-03-17	F	EDINELZA RAMIRES DIAS
ID_002199	ALARICO LANCASTRE XIMENES	2006-02-09	M	ROSSANIA FREITAS LANCASTRE
ID_003155	RAINISON NOGUEIRA SILVA	1921-02-17	M	ROSEAN VARGAS NOGUEIRA
ID_002755	FLADMIR QUARESMA DIAS	1982-06-13	M	EUCIMEIRE DAMASIO QUARESMA
ID_001941	VANOIR DAMASIO SILVA	1953-08-27	M	AMINERES RIBEIRO DAMASIO
ID_006950	WEVERLON BONFIM PIRES	1901-11-26	M	ELZILENE MUNIZ BONFIM
ID_005437	PATRICIELE SALES GOMES RIBEIRO	1997-02-15	F	MARISSOL DA CUNHA MOREIRA GOMES
ID_001212	ESHILEY GUEDES CORDOBA TAVARES	1993-08-04	F	KEDJA MARINHO QUARESMA CORDOBA
ID_001153	LEUDIANE SILVA PERES	1927-11-24	F	DIONICIA PIMENTA SILVA
ID_004882	IZAMITA SILVA SALGUEIRO	1979-07-11	F	SCHARON DAVILA SILVA
ID_001072	TEOLINDO OLIVEIRA PERALTA	1956-12-11	M	CLUDIA NOGUEIRA OLIVEIRA
ID_009111	JAGUARE SANTANA SILVA SOUSA	1912-03-10	M	WEDNA GODINHO ORNELAS SILVA
ID_004725	IRDO FARIAS BONFIM	1925-12-27	M	ISES TRINDADE FARIAS
ID_006069	IRACTAN DA ROSA GONZAGA	1907-05-24	M	DIVONETE MENDES DA ROSA
ID_003759	ADRINEIA GUEDES VIEIRA	1944-07-16	F	ADAIENE FURTADO GUEDES
ID_003402	NAZUR VIDAL	1982-05-14	M	JAMIRE MEIRELES VIDAL
ID_005351	ERICRIS PINHEIRO SILVA	1908-06-03	M	NEUCIANE SOUZA PINHEIRO
ID_006648	ITARO MAGALHAES MENDES	1943-10-14	M	CLAUDINEI MORGADO MAGALHAES
ID_007819	AMERIS JESUS	1913-11-22	F	IVAILZA PADILHA JESUS
ID_005323	TAGLIANE MARTINS GODINHO	1900-05-21	F	ANANA FRUTUOSO MARTINS
ID_008064	UEMERSON RAMOS ARAUJO	2004-03-15	M	LOREMA APARICIO RAMOS
ID_003383	IVOIR CAMILO MOREIRA	1927-07-05	M	NADIME NOVAES CAMILO
ID_001664	TIONILIA DUARTE FARIAS	1927-04-17	F	ROBERLENE SILVA DUARTE
ID_005412	GLACILENE PACHECO COSTA MORGADO	2008-01-25	F	IDIONE NOVAIS CURADO COSTA
ID_005751	LINDONORA SOARES FOGACA	1993-09-16	F	OLENTINA BARROS SOARES
ID_005316	JOSIEDSON GARCIA MOURA	1938-12-10	M	GECIRENE LESSA GARCIA
ID_007784	ARMISTRONG MALDONADO LIMA	1987-10-19	M	RUTILEA EVANGELISTA MALDONADO
ID_005888	LAERSIO VASCONCELOS ESTEVES	2008-07-27	M	TASIANE GALVAO VASCONCELOS
ID_002405	ALTINEI DUARTE CONCEICAO	1997-06-10	M	RENEGILDA FRUTUOSO DUARTE
ID_007749	RENDRIQUE DAS NEVES TELES	1912-02-27	M	JAVANI GIL DAS NEVES
ID_003080	ANAMERI PARAISO VASQUES	1958-01-11	F	LAURINEI DA CRUZ PARAISO
ID_000207	IANAJARA VELOSO BARROS CARDOSO	1911-10-01	F	CATERINE VARELA GARCIA BARROS
ID_006193	DEJAILTON MELO FIGUEIREDO	1979-09-26	M	TELCIANE FELIX MELO
ID_001406	GUSTAVA SOUZA SALES	1996-06-01	M	SENHORIA ZAGANELLI SOUZA
ID_001806	VIVANE GONCALVES BOAVENTURA	1956-11-27	F	NILZA BARBOSA GONCALVES
ID_000225	ESABEL NOGUEIRA MOURA	1924-02-14	F	NEURANICE SOUZA NOGUEIRA
ID_008712	AUDINEI SANCHES SILVA	2002-10-25	M	IDERLANI FARIAS SANCHES
ID_004351	RONICLEISON ARAGAO LANCASTRE	2016-02-11	M	MAURITA NUNES ARAGAO
ID_007519	IDARCI SOUSA	1974-07-07	F	SANIELI HILARIO SOUSA
ID_009541	INAE QUARTEIRA RIBEIRO	1969-04-11	M	SAIMARA BRITES QUARTEIRA
ID_005650	JOSEBIAS SOUSA CAVALCANTE SOUSA	1970-12-17	M	EDELGARD SOUSA PARAISO CAVALCANTE
ID_002061	DENIZETI ALBUQUERQUE QUEIROZ	2017-04-07	F	ACENILDA DA MOTA ALBUQUERQUE
ID_006073	LIMOEL MUNIZ DA PAZ FELIX	1971-04-28	M	MASSAI MODESTO PORTO DA PAZ
ID_004369	SIGISMUNDO MARTINS SOUZA	1975-12-26	M	NATIE ALVIM MARTINS
ID_009557	IRENILSON SILVA CURADO	1934-02-04	M	BENEVENUTA MELO SILVA
ID_002914	GISSELDA CALDEIRA VIDAL	1928-09-05	F	ROSEANIA CALDEIRA
ID_008494	FRANCIDALVA SILVA SAMPAIO	1916-05-14	F	GEUVANA BARBOSA SILVA
ID_006752	DEDIER PORTELA SANTOS	2017-05-25	M	KATIARA JESUS PORTELA
ID_004503	JOVALDIR ORNELAS CARDOSO	1954-11-12	M	MIUCHA AGOSTINHO ORNELAS
ID_000013	ODAIRES CARVALHO RIBEIRO	2010-06-21	M	ANABELLY MEDEIROS CARVALHO
ID_009499	FLORIZA RODRIGUES JORDAO	1914-12-06	F	IVELAINE SOUZA RODRIGUES
ID_008503	LEODITE MAIA SAMPAIO	1913-10-12	F	COR SOUSA MAIA
ID_005598	DEMECIA SOUSA ZANETTE GUTERRES	1941-03-26	F	LIONIDIA TEIXEIRA SALGADO ZANETTE
ID_004750	MAUO ALBUQUERQUE CHAVES	1921-03-14	M	GERGIANE CONCEICAO ALBUQUERQUE
ID_005026	WILLIAMAR PERES VIDAL	1960-05-25	M	MAZE FARIAS PERES
ID_003960	LEONA SILVA MENDES SUBTIL	1938-12-23	F	DOMICINA DOS REIS MONTEIRO MENDES
ID_006250	NAIRANA SIQUEIRA GENTIL	1989-02-26	F	ADJARA GONZAGA SIQUEIRA
ID_006351	ORSINO CAMILO VARGAS	1927-08-13	M	ROSECLEI FREITAS CAMILO
ID_000893	NEIMIR QUARESMA CAVALCANTI SALES	2019-04-11	M	CRISPINIANA SILVA DA ROSA CAVALCANTI
ID_007690	EBRAIM RODRIGUES	1986-01-11	M	CASSILIA RIBEIRO RODRIGUES
ID_005960	JULLIE SILVA TEIXEIRA REZENDE	1995-12-19	F	WANDERLAY AZAMBUJA CORTES TEIXEIRA
ID_004700	ROSIANA BARROS DAMASIO VASCONCELOS	1959-07-13	F	ALDAIANA MALDONADO OLIVEIRA DAMASIO
ID_007063	ARNELIO ESPINOSA CAMACHO XISCO	1971-11-15	M	ADONETE DA MATA JORDAO CAMACHO
ID_006756	LAYLLA VASCONCELOS DORNELES CAVALCANTE	2003-08-20	F	EVANGELI MARINHO GENTIL DORNELES
ID_005436	MAXIMILIO PINTO MARTINS	1929-10-17	M	ODEJANE ASSUNCAO PINTO
ID_009377	GLEUDES MAGALHAES MAGALHAES PERES	1939-03-26	F	MARILACK RAMIRES FERRARI MAGALHAES
ID_009092	VALDINESIO OLIVEIRA AZAMBUJA	2007-01-27	M	ADERITA CAETANO OLIVEIRA
ID_003447	SIZINIO PINTO BELEM	1971-12-21	M	ORANILDA SILVA PINTO
ID_005430	WILI GOIS MORAIS	2017-02-19	M	IRIDA CRESPO GOIS
ID_001305	ARISSA CAETANO AGOSTINHO ARRUDA	1922-12-27	F	NATTALIA LESSA SOUZA AGOSTINHO
ID_002095	VALTERLAN ALEGRIA MALDONADO	1930-08-11	M	NEURENE ALVES ALEGRIA
ID_003794	DALIDA ROCHA CAMILO	1956-06-12	F	LICETE NOVAES ROCHA
ID_001398	WIDISON SOUZA CAMILO	1906-12-20	M	REGINALVA ILHA SOUZA
ID_007453	ANIZELINA SILVA RODRIGUES	2004-03-09	F	EDITE RODRIGUES SILVA
ID_002862	ALDELEIDE LEIRIA GALVAO	2014-08-13	F	MILDENIR DIAS LEIRIA
ID_009463	ARGEU MONTEIRO BARROS	1926-07-19	M	DASNEVES OLIVEIRA MONTEIRO
ID_002993	DEIVIDE GOULART SILVA	1949-10-19	M	IRACELI FERNANDES GOULART
ID_009510	WELCIA SILVA SOUZA	1946-04-28	F	EZANIR AMORIM SILVA
ID_007234	RAMIR MENDES ANTUNES	1981-03-04	M	BETRIZ FELIX MENDES
ID_001587	DALTON FERRARI ALVES	1991-04-14	M	EDILELMA FREITAS FERRARI
ID_007764	ELZILANE ESCOBAR FREITAS	1991-12-05	F	LUDIMILIA FARIAS ESCOBAR
ID_001001	OLERINDA LANCASTRE DUARTE	1924-11-15	F	AIDILMA PEREIRA LANCASTRE
ID_007482	NEDIR PERES MENDES	1904-02-03	F	JEONG SOUSA PERES
ID_007723	CLAUDERLANDIA CASTRO CAPELO	1918-08-01	F	LUZINELMA ALMEIDA CASTRO
ID_000406	DEMAIR DA CONCEICAO XAVIER HILARIO	1923-12-26	M	MIYUKI CASTRO APOLINARIO XAVIER
ID_007127	DARCILEA JORDAO SALES	1987-06-04	F	JOSIERICA GOMES JORDAO
ID_003041	CIDRONIA GUIMARAES VEIGA	1910-11-04	F	JOSELIANA DA MOTA GUIMARAES
ID_003787	ERINARDO ALMADA RAMIRES	1941-08-13	M	OLAVIA TRINDADE ALMADA
ID_004758	ACENIR ILHA ALVIM	2011-10-13	M	ERANILDA BRITES ILHA
ID_002401	AIDA GOULART	2013-08-28	M	SCHAUANA HILARIO GOULART
ID_005368	CHRISTY MEIRELES CRESPO	1901-02-01	F	MEURILENE MODESTO MEIRELES
ID_006552	VICTTORIA PADILHA FARIAS	1913-10-03	F	CRISLEIA DRUMOND PADILHA
ID_008986	CLEIDINEIA GALVAO JORDAO	1915-11-11	F	JASNA VIEIRA GALVAO
ID_006693	LEONIE COUTINHO BERNARDES	1927-03-25	F	ELZANIRA CASTRO COUTINHO
ID_003135	FLORIANITA VIEIRA COUTINHO	1937-06-16	F	JUENICE SOUSA VIEIRA
ID_009831	AFRAIN CALDEIRA REZENDE	1979-07-20	M	GUDRUN SALGADO CALDEIRA
ID_004679	ANAITE CUNHA BERNARDES	1908-03-13	F	IZUMI DOS REIS CUNHA
ID_007373	PATSY GOMES BEIRAMAR	1953-04-06	F	NARLETE CARDOSO GOMES
ID_006902	LUSCILENE SALES CAMPOS	1986-11-01	F	WIRLLA MENDES SALES
ID_007461	ODANILSON NOVAIS PERALTA DANTAS	1958-07-04	M	NICOLETA SOUSA ALVES PERALTA
ID_007447	NIEDSON LANCASTRE FERRARI	1928-07-27	M	LAUREMIR SOUSA LANCASTRE
ID_007087	MARIMILTON SOUZA BAPTISTA	1940-11-25	M	VELICIA BELEM SOUZA
ID_002333	MARILESIA INFANTE TRINDADE	1911-05-14	F	ANIELE GOMES INFANTE
ID_009082	IDRIS GIL FERREIRA OURIQUE	1943-09-21	M	ALGACIR TORRES ROCHA FERREIRA
ID_002281	DIANDRA ALBUQUERQUE BRITES	1940-07-26	F	KETHELLEN SOUZA ALBUQUERQUE
ID_007301	ELANIO MESQUITA CORTES MENEZES	1934-11-23	M	EURISVANIA DA PAZ SIQUEIRA CORTES
ID_005852	HUI MENDES VASCONCELOS	1903-03-11	M	DERLANIA NOGUEIRA MENDES
ID_004244	MIKELANGELO GONZAGA NEVES	1989-10-26	M	MARUZA MELO GONZAGA
ID_006088	DEJANDIRA RIBEIRO DINIS GUIMARAES	1924-12-23	F	DARLEIDE CAMACHO ASSUNCAO DINIS
ID_003822	KESLLER MELLO MARTINS	1972-04-14	M	CLIVIAN GOMES MELLO
ID_004005	DEUSELINA HILARIO GENTIL	1977-03-18	F	SAUANE CALDEIRA HILARIO
ID_003342	SALAMAO SILVA	1979-09-23	M	LUZIARIA CUNHA SILVA
ID_004326	MILLAS PARAISO VIEIRA	1989-01-23	M	MORGANA GUTERRES PARAISO
ID_002509	EDEMILSO BOAVENTURA NOVAES	1948-08-21	M	AVELICE DA ROSA BOAVENTURA
ID_007598	JERUSALEM SANTANA XAVIER	1984-05-20	M	ADINA ALMEIDA SANTANA
ID_006737	NORAIR DA CRUZ FERNANDES	1975-09-18	M	GUACIARA FREITAS DA CRUZ
ID_009787	DUCIANE GOIS ALMADA	1983-12-08	F	JORLENE GALVAO GOIS
ID_002728	ENEDITA FERNANDES RAMIRES	1948-05-21	F	ALDEIRES ANDRADE FERNANDES
ID_002624	TAILANI SANTOS VILELA	1993-04-16	F	JUSSINEIDE MONTEIRO SANTOS
ID_005920	RAQUELLY GUEDES DRUMOND	1980-10-26	F	ITALINA FERREIRA GUEDES
ID_000740	ELISAUDE ROCHA BARROS	1995-10-22	F	LINDOMARIA DA MATA ROCHA
ID_004089	CLERIA SIQUEIRA DAVILA	1960-06-23	F	NELICE TAVEIRA SIQUEIRA
ID_000084	CARNEM CASTRO HILARIO	1944-12-18	F	SIDCLEIA MEDEIROS CASTRO
ID_003341	ERISNEI MORAES BRITES	1987-05-13	M	MARISLEIDE CARDOSO MORAES
ID_002915	FLAUDISIO LESSA BARROS	2007-12-13	M	GEISICA LESSA
ID_004892	GIBERTO BOTELHO	1972-10-16	M	RENILCA MENDES BOTELHO
ID_004891	WELISSANDRA RAMOS ESTEVES	2009-04-09	F	EDENEIDE XISCO RAMOS
ID_005806	GARCIA ALVIM COSTA	1952-03-22	F	DAUCILENE DUARTE ALVIM
ID_002450	IDALVO FIGUEIROA SOUZA	1964-11-14	M	IRACILDA NOVAIS FIGUEIROA
ID_008504	MARILANDO TAVARES ALVES	1940-11-03	M	JUANILDE LANCASTRE TAVARES
ID_003364	LEANDSON NOVAIS MORGADO	1909-05-24	M	INEDIR PERALTA NOVAIS
ID_005062	WILCILENE GOULART CAPELO	1990-06-01	F	RENALLE FERNANDES GOULART
ID_002618	JAUMIR FELIX VASQUES	2012-12-25	M	IDALIANA FERRARI FELIX
ID_003730	GENICLEI CUSTODIO PEREIRA	2010-10-18	M	GENIS SALES CUSTODIO
ID_005445	DARCILA DA ROSA DA CRUZ	1990-07-17	M	WALDEREZ CAVALCANTI DA ROSA
ID_001769	LECIONE NOVAIS AGUIAR	1959-04-14	F	ANACLAN PIMENTA NOVAIS
ID_004197	CONCILIO APOLINARIO ALEGRIA PINHEIRO	1947-02-11	M	RIVANGELA SALGADO PARIS ALEGRIA
ID_008321	LUCINEIS VIDAL SANCHES	1961-08-20	F	RAIMUNDINHA PERALTA VIDAL
ID_000379	LILIANE QUARESMA MOREIRA	1990-01-20	F	WELLITANIA CARDOSO QUARESMA
ID_002833	KIANY VILILA RIBEIRO	1971-11-15	F	RESEMEIRE MORGADO VILELA
ID_001793	ORNELINDA AGOSTINHO SILVA SOUZA	1954-04-01	F	ONILZA DA CONCEICAO MACIEL SILVA
ID_005252	INEDIR DA COSTA SOUZA	1997-10-17	F	ELZIVANI CURADO DA COSTA
ID_000149	NICOMEDIO GUIMARAES OURIQUE	1924-03-04	M	ATANIELE DOMINGUES GUIMARAES
ID_008923	DEMOCRACINO FOGACA OURIQUE ARAUJO	1940-05-24	M	KELI CAMPOS DINIS OURIQUE
ID_003345	HERMOGENIO HILARIO CUNHA BARRETO	1903-07-11	M	GILNETE RODRIGUES SOUZA CUNHA
ID_005517	DALVILENE QUARESMA MENDES	1974-01-15	F	GEISIKELI CAVALCANTI QUARESMA
ID_008985	REVSON FERNANDES CASTRO	1938-02-01	M	RAIMAR CAPELO FERNANDES
ID_004303	DEODORA OLIVEIRA DA ROSA	1911-11-15	F	INGRITI SOUSA OLIVEIRA
ID_009980	ATAUANE HILARIO MEIRELES	1946-11-26	F	SIDERLANDIA SOUZA HILARIO
ID_008346	GISLEANGELA FRUTUOSO VARGAS	2003-02-19	F	LEONETI DIAS FRUTUOSO
ID_004568	ADIJANE CAMILO ESTEVES	2007-02-09	F	ALTIVINA PIRES CAMILO
ID_008979	DEOVANE RODRIGUES BEIRAMAR MODESTO	1962-03-25	M	DEUSMARIA BERNARDES OLIVEIRA BEIRAMAR
ID_000275	EUDMAR NOGUEIRA DA MOTA	1952-08-02	M	JOSINAI ALVIM NOGUEIRA
ID_007766	RAINES BOAVENTURA ORNELAS	1914-09-04	F	IVANILDE GOMES BOAVENTURA
ID_008572	MICLECIA SOUZA BERNARDES	1926-11-23	F	ADERIVANIA FERNANDES SOUZA
ID_003026	ANACILDES PILAR AZAMBUJA CONCEICAO	1925-07-08	F	DUCIANE ILHA JORDAO AZAMBUJA
ID_009332	PABLINI BELEM CAMPOS SALAZAR	1923-08-01	F	CLAIRI NUNES NOBREGA CAMPOS
ID_007697	EUVES SANTOS VEIGA	1925-11-05	M	ANTERIA GOMES SANTOS
ID_008009	AMALRILIO BELEM MEDEIROS	2015-02-07	M	GECILIA ALEGRIA BELEM
ID_001065	LUQUIAN MUNIZ FREITAS	2006-07-15	M	LUGIANE ALMEIDA MUNIZ
ID_009062	ADEMARIO TAVARES OLIVEIRA	2000-11-23	M	AIVONE PEIXOTO TAVARES
ID_004911	DIVONE EVANGELISTA QUARTEIRA	1978-03-06	F	MIRIA ALVES EVANGELISTA
ID_008193	SELONI BELCHIOR PORTELA	1909-05-28	F	GIDALIA CUSTODIO BELCHIOR
ID_009021	DIANATAN ILHA CAVALCANTI	1917-07-27	M	FUJIKO SOUZA ILHA
ID_002297	SANDREANO SALES ORNELAS	1998-01-24	M	ALCIMERI SALES SALES
ID_005146	DELANIA FREITAS	1994-02-10	F	IANDARA GUEDES FREITAS
ID_008854	MARINUSA SALAZAR ALVES	2008-08-15	F	MIRANICE GOUVEIA SALAZAR
ID_008675	KAITE GALVAO ANDRADE	1981-07-17	F	THALLINY FIGUEIREDO GALVAO
ID_002230	SANSLEY SOUSA SILVA	1996-11-17	M	SOENIA GUIMARAES SOUSA
ID_002790	UALLACE RESENDE CORTE REAL	1930-06-15	M	NAELEN XAVIER RESENDE
ID_004204	VALDESON BONFIM CARVALHO	1985-04-17	M	JOSSANE CORDOBA BONFIM
ID_007584	WERBERTON LOPES SILVA	1908-01-01	M	GISLAINI NOGUEIRA LOPES
ID_001889	CLAUDINEIS XAVIER GOMES	1964-03-18	M	VITURINA HILARIO XAVIER
ID_008573	MOSELIA GASPAR BITTENCOURT	1919-04-11	F	SAMDRA MENDES GASPAR
ID_007265	ELHO GUTERRES DAVILA	1936-05-09	M	DAIVA BONFIM GUTERRES
ID_000749	AIRE ALVES AVILA	1927-06-08	F	ALLANA TAVARES ALVES
ID_000914	CIRNEI MACHADO MACIEL	1959-09-04	M	SAFIRE MORGADO MACHADO
ID_004275	ITAUANA VIEIRA FREITAS	1936-12-19	F	LUCERLANDIA DA MATA VIEIRA
ID_007302	IDERLI GODINHO NOBREGA	1914-11-15	M	CLAVIA OURIQUE GODINHO
ID_008529	IRASILDA GUEDES GARCIA	2004-08-03	F	ANDREILZA APOLINARIO GUEDES
ID_000188	MITZ QUARTEIRA CALIXTO	1995-12-28	F	MARIANGELICA MENEZES QUARTEIRA
ID_008942	LAIZZA COUTINHO SANTANA	2011-04-01	F	NAZARITA COSTA COUTINHO
ID_007617	LUCIBELE SIQUEIRA SALAZAR	1996-02-12	F	IMIRA MOURA SIQUEIRA
ID_008624	GRACINELMA LACERDA	2008-06-28	F	ROBERLUCIA MUNIZ LACERDA
ID_007502	ELINAIA PORTELA GUEDES	1926-05-23	F	BERENISE GUTERRES PORTELA
ID_002996	WAGSON GUIMARAES MARTINS	1980-10-02	M	ELINETH CASTRO GUIMARAES
ID_006521	SUSUMO SILVA FREITAS	1923-01-10	M	FLORIPEDES DOMINGUES SILVA
ID_009137	ARQUILA BRITO VIANA	1908-02-07	F	ADRINEIA BELCHIOR BRITO
ID_007726	CLEMENCE TAVARES HIPOLITO	1902-05-12	F	JORMINDA NOBREGA TAVARES
ID_000496	WANEA COUTINHO SALES	1976-06-20	F	NATIVIDAD SOUSA COUTINHO
ID_002680	SALMEN LANCASTRE BARROS	1981-08-01	M	IDELVANE SIQUEIRA LANCASTRE
ID_008966	SIDINEIA RODRIGUES DA ROCHA VIDAL	1964-10-23	F	RAUANE VIEIRA JESUS DA ROCHA
ID_009819	ANDIARIA BONFIM PADILHA	1920-08-22	F	ONEIDES CUSTODIO BONFIM
ID_001716	CEMIRAMES PACHECO GONZAGA	1984-05-04	F	TIEKO ALENCASTRO PACHECO
ID_006335	LAOANA GOMES SANTANA	1918-07-19	F	INAELE TORRES GOMES
ID_006489	CHISLAINE TAVARES FIGUEIROA	1991-11-08	F	VALDENAR LOPES TAVARES
ID_001308	URGO PILAR HILARIO	1931-04-21	M	NICELENA MELO PILAR
ID_005468	NEDIMAR MONTEIRO NOVAES	2003-09-09	M	NELCINA OURIQUE MONTEIRO
ID_002177	DINEU ARRUDA ASSIS	1940-11-24	M	GRACIELLEN AZAMBUJA ARRUDA
ID_008513	CLAUDEMIRO MOREIRA AMORIM	1974-02-18	M	MANAMI SILVA MOREIRA
ID_007711	PETRONA ANTUNES PIMENTA ALVES	1970-08-18	F	KEIRY JORDAO ALEGRIA PIMENTA
ID_007117	MAXS CUNHA MAGALHAES	1912-01-02	M	DAGMAR PILAR CUNHA
ID_003716	CELIANO VEIGA SOUSA	1931-02-13	M	WALTINA MOREIRA VEIGA
ID_006480	FERNANDE PORTELA SOUZA	1913-04-11	M	MAURINDA PEREIRA PORTELA
ID_005478	WESSON MACHADO DAS NEVES	1927-11-07	M	NADIZA ASSIS MACHADO
ID_000124	TAEKO LIMA FERREIRA	1958-02-17	F	DEUSILEIDE SOUSA LIMA
ID_003290	CLAUMAR FIGUEIROA LOPES	1900-01-19	M	ARICLEA GUTERRES FIGUEIROA
ID_004249	ZIFIRINA PAIVA VIANA	2019-08-17	F	ALCEA MESQUITA PAIVA
ID_007484	GERDIVAN LACERDA FIGUEIREDO ALVES	1904-06-07	M	AMINERES SALES OLIVEIRA FIGUEIREDO
ID_003788	JUSSANDRA SOUZA DOS REIS RIBEIRO	2000-07-08	F	ANEIDE BRITO FRUTUOSO DOS REIS
