id	name	birth_date	sex	mother_name
ID_L_000276	OSVALDA PINTO GONZAGA	1935-08-10	F	AUDEMIRA VIDAL PINTO
ID_L_005137	GOERINO CAPELO BONFIM	2007-02-16	M	LUCIERE DRUMOND CAPELO
ID_L_002241	VAGMAR PEIXOTO SILVA MARQUES	2010-03-06	F	ADNEUZA HILARIO CARVALHO SILVA
ID_L_007585	IONEIDE MARINHO CRESPO	1921-08-23	F	EMILANIA REZENDE MARINHO
ID_L_003546	EVALDO PIMENTA CHAVES	1929-08-14	M	KLETEN ESCOBAR PIMENTA
ID_L_005834	IARISSA REZENDE NEVES	1984-06-10	F	LAWREN DA ROSA REZENDE
ID_L_008971	DANIEBER RESENDE LESSA MEDEIROS	2001-03-07	M	AMETISTA CAVALCANTE OLIVEIRA LESSA
ID_noise_000551	ESPOSALINA PIMENTA COSTA DOS REIS	1928-04-16	F	JORECI FREITAS ALEGRIA COSTA
ID_L_002210	ELSANDRA LEIRIA SOUZA	1970-09-17	F	ROSIDETE PACHECO LEIRIA
ID_L_003652	WEMERSON OLEVEIRA GOMES	1990-10-20	M	KELSE BRITO OLIVEIRA
ID_L_005853	JUSELINE MORAIS	1939-05-28	F	PEDROLINA MARTINS MORAIS
ID_L_006009	ZEZILTON RIBEIRO DA LUZ CASTRO	1932-10-02	M	LUZENIRA DA LUZ BERNARDES DA LUZ
ID_L_000122	MARNES ARAUJO ALENCASTRO	1922-02-19	F	CARLEUZA SALAZAR ARAUJO
ID_L_003982	JOCELEMA MEDEIROS MARTINS	1969-05-01	F	CLAUSIANE GERALDES MEDEIROS
ID_noise_000701	CLEICIANO REBELO SOARES	1966-06-09	M	TEOTONIA CASTRO REBELO
ID_L_006819	JOCEMIL SOUZA CAMACHO	1975-04-21	M	IVENA FOGACA SOUZA
ID_noise_000519	SHEISE VARGAS DANTAS	1912-10-07	F	DORIVANI SANTOS VARGAS
ID_L_009731	KEMILLYN MENDES SOUZA	1926-10-03	F	ENDIANE SOUZA MENDES
ID_L_001075	IDOVINA VIEIRA BONFIM	1982-05-18	F	MARIVALDA FARIAS VIEIRA
ID_L_006960	WALTERVAN ARAUJO ARAUJO ESPINOSA	1927-10-10	M	ALZENIRA TEIXEIRA ARAUJO
ID_noise_000012	MARTAN MALDONADO JESUS	1972-07-13	M	ZEUGMA LOPES MALDONADO
ID_noise_000106	JUDICEIA VIEIRA SOUSA	1961-04-26	F	FREDIANA VASCONCELOS VIEIRA
ID_L_009631	KENGO FIGUEIROA SALGUEIRO	2005-07-24	M	ARACELLI DAMASIO FIGUEIROA
ID_L_000829	ETHEL SOUZA SILVA MUNIZ	1967-04-12	F	CATITA CONCEICAO FLORES SILVA
ID_L_003826	UANDERLEI DAS NEVES SILVEIRA	2000-05-11	M	ADANUBIA DAVILA DAS NEVES
ID_noise_000497	VIEIRA SOUSA CAVALCANTI	1988-09-05	M	AQUILEIA RODRIGUES SOUSA
ID_noise_000814	LORENI PORTELA JESUS	1929-07-01	F	LECIENE VASQUES PORTELA
ID_noise_000851	LEDAMIR SILVA ILHA	2018-06-20	F	LUZETE DINIS SILVA
ID_L_000726	ANIVAN MACHADO FERREIRA	1951-02-07	M	RAELE SOUZA MACHADO
ID_L_001281	TEONILIO NOBREGA DORNELES	1976-12-18	M	MEIDA BELEM NOBREGA
ID_L_001779	TAIQUE ALMADA CUSTODIO	1940-02-21	M	SIDINELIA ZAGANELLI ALMADA
ID_L_002873	FRANCINE CURADO	1959-09-09	M	CRECI CUNHA CURADO
ID_L_000943	WILDEMBERG MEIRELES PORTELA	1955-08-13	M	BIONDA CAMACHO MEIRELES
ID_L_001774	CELIDALVA VIDAL SOUSA	1932-05-11	F	DEUSELICE SOUSA VIDAL
ID_L_008311	SAMARONI ALENCASTRO SILVA	1926-08-03	M	DJENE OURIQUE ALENCASTRO
ID_noise_000727	ARCANJO XISCO GASPAR	1909-10-19	M	CLEUTIANE DA LUZ XISCO
ID_L_000396	WIDES DAVILA SOUZA	1946-12-24	M	MARNISE SILVA DAVILA
ID_L_003640	NANE AGOSTINHO AGUIAR	1971-05-27	F	DELOA BARRETO AGOSTINHO
ID_noise_000428	NEURAIDE ALMADA MODESTO	2018-01-09	F	NEUCIMARA CURADO ALMADA
ID_L_000643	EDSAMARA RAMOS FERNANDES	1962-01-26	F	SONIANE DIAS RAMOS
ID_L_004352	CLEUSIVANIA FERNANDES BITTENCOURT	1955-03-17	F	MADIR DA CUNHA FERNANDES
ID_L_002765	KELSIANE ZANETTE SOUZA	1923-12-01	F	REVIANE BONFIM ZANETTE
ID_noise_000609	NASCIR ALVES FERRARI	1921-02-14	M	NIEDINA VEIGA ALVES
ID_noise_000465	IVIO AVILA DOS REIS	1955-07-28	M	ANERLEIA MOREIRA AVILA
ID_noise_000334	NOBUYOSHI BONFIM LESSA DA CRUZ	1915-08-19	M	ROSECLEIA DRUMOND CALIXTO LESSA
ID_noise_000696	EDCESAR MAIA FURTADO	1924-09-13	M	FLORICIA BARROS MAIA
ID_L_003931	JARI SANTOS GARCIA	2014-09-14	M	ALVANIRA PARAISO SANTOS
ID_L_008485	GLECIANA NOVAES	2011-10-21	F	EVANUZIA QUARTEIRA NOVAES
ID_L_002932	ACLINIO SILVA	1959-01-19	M	WIZA APOLINARIO SILVA
ID_noise_000168	RIVALDO SALAZAR FOGACA	1999-05-09	M	SANDY MORAES SALAZAR
ID_noise_000659	ELIZONE FARIAS RODRIGUES	1933-11-14	F	JUSSARIA PIRES FARIAS
ID_noise_000789	ITAINA BAPTISTA GERALDES	1947-10-21	F	ISSARA NASCIMENTO BAPTISTA
ID_noise_000462	CORDULA SOUZA VARELA	2006-10-11	F	KEISSE CAMILO SOUZA
ID_noise_000314	JHONATTAN EVANGELISTA CORTE REAL BOTELHO	1986-03-24	M	REGENIA SALES NUNES CORTE REAL
ID_L_004425	LEDIAN SIQUEIRA AGOSTINHO	1973-07-22	F	PATRICIA CASTRO SIQUEIRA
ID_noise_000944	EDISLEIA ORNELAS NOVAES	1963-04-19	F	LORINALVA MELLO ORNELAS
ID_L_003541	WOBER DOMINGUES NOGUEIRA	1905-12-16	M	VALDAIR VELOSO DOMINGUES
ID_noise_000685	NINIVI ASSUNCAO MACIEL	1942-02-22	F	TERENCIA REZENDE AZSUNCAO
ID_L_001031	QUINCAS ESTEVES RODRIGUES	1956-03-16	M	RAMONIELLY RIBEIRO ESTEVES
ID_noise_000595	ERIELTON ILHA MAGALHAES	1919-11-20	M	ALRINEIDE VIEIRA ILHA
ID_noise_000608	MARTILA AVILA DORNELES GIL	1992-04-03	F	CRISTIANA ANTUNES SALES DORNELES
ID_L_008432	TEREZIANA VEIGA CAETANO	2013-05-28	F	CLECIANE CAMACHO VEIGA
ID_L_005757	IGINIA MONTEIRO CUNHA	1980-03-16	F	MISSIARA FARIAS MONTEIRO
ID_L_001250	CLEUBERSON ASSUNCAO APARICIO SOUSA	1992-08-19	M	ARMIRA DA MATA QUARESMA APARICIO
ID_noise_000616	LUCIEL BARROS COSTA	1948-12-25	M	BIRA MORGADO BARROS
ID_L_005598	DEMECIA SOUSA ZANETTE GUTERRES	1941-03-26	F	LIONIDIA TEIXEIRA SALGADO ZANETTE
ID_noise_000182	VALCLIDES GERALDES SOUZA	2019-07-05	M	ALDONA SIQUEIRA GERALDES
ID_noise_000214	VALDOVINO PINHEIRO SALES	1973-09-27	M	GUARACIARA MEIRELES PINHEIRO
ID_noise_000484	CRISTIELLEN CONCEICAO GUEDES	2014-05-24	F	ADENAIR DAVILA CONCEICAO
ID_noise_000267	VANDETE GODINHO ALVES	2012-11-14	F	MILMA PORTO GODINHO
ID_noise_000707	CICLEI ASSUNCAO CARDOSO	1915-03-12	M	IVANCLEIDE BRITES ASSUNCAO
ID_L_006080	LAMARTINA TAVEIRA SOUSA DA ROCHA	2001-06-19	F	RILAVIA MORAES MONTEIRO SOUSA
ID_L_004574	MIRLEIDE PEIXOTO MELLO	1983-11-18	F	DINICE PEIXOTO PEIXOTO
ID_noise_000934	VALDERAN SOUSA MENDES	1901-09-11	M	ANATALICE BONFIM SOUSA
ID_L_003888	DIRLANA CHAVES SOUZA	1935-03-22	F	MILADY GOUVEIA CHAVES
ID_noise_000547	ERICA GASPAR	1973-12-05	F	APAMELA RAMOS GASPAR
ID_L_005728	ROMILDO AGUIAR LANCASTRE VIEIRA	1987-06-17	M	LAUDELINE CAMPOS GUIMARAES LANCASTRE
ID_L_007210	DARTICLEA MUNIZ VIEIRA	1984-02-21	F	MALFISA PIRES MUNIZ
ID_L_000154	SIMERE APARICIO ZANETTE	1994-12-20	F	QUEDINA RODRIGUES APARICIO
ID_noise_000880	ALTAIRO CHAVES JAQUES	1982-02-11	M	ODETE PEREIRA CHAVES
ID_noise_000001	EVALDIR LACERDA DORNELES FREITAS	1956-03-03	M	SUERLANGE DA MOTA DA COSTA DORNELES
ID_L_006466	CLENON DA ROCHA ROCHA CRESPO	1944-12-01	M	IMELDA SOUZA ALBUQUERQUE ROCHA
ID_noise_000758	VANTOIR MOREIRA CAVALCANTE	1980-10-25	M	GILSIMARA SOUZA MOREIRA
ID_noise_000095	JANICARLA SOUSA MORAES	1954-11-06	F	JARDELI GIL SOUSA
ID_L_001543	VIVECA SOUZA SALES	1978-09-26	F	CLEONILZA PINTO SOUZA
ID_noise_000443	WANDES MELLO CAPELO	1957-02-22	M	RIVANDA FLORES MELLO
ID_L_006583	ANITO RIBEIRO PEIXOTO	1967-11-06	M	IRACEME RIBEIRO
ID_noise_000299	OLANDIR RODRIGUES FERRARI	1915-09-20	M	ARENITA PEREIRA RODRIGUES
ID_L_006121	PETTER MOREIRA FRUTUOSO	2014-07-25	M	DARCILA TAVARES MOREIRA
ID_noise_000502	CARMINO TAVARES GOMES	1926-04-18	M	GRACILIENE NOGUEIRA TAVARES
ID_noise_000253	ERNANO SOARES CORDOBA	1963-06-20	M	GISEUDA PARIS SOARES
ID_L_004713	AGNIS SILVA SOARES	1940-07-25	F	ZILDENICE CALIXTO SILVA
ID_noise_000333	VABIO VARGAS DA CRUZ QUARESMA	1908-04-07	M	ROMALINA MONTEIRO PEIXOTO DA CRUZ
ID_L_002682	ROSINELMA BARROS VIDAL	1969-10-20	F	KEROLLE NEVES BARROS
ID_noise_000889	SRAEL SILVA DAVILA	1909-12-02	M	IVANGELA PARIS SILVA
ID_L_006008	NERCIDIO OLIVEIRA MENDES	2005-05-27	M	LEIDIMAURA OLIVEIRA
ID_L_002262	ODECIA GOMES CALDEIRA	1943-10-25	F	CARMENILZA LIMA GOMES
ID_noise_000978	EURITA TELES SOUZA	1976-10-05	F	DANILIA LIMA TELES
ID_noise_000390	TERMUTES RODRIGUES NOBREGA	1907-11-13	F	ARILZA PACHECO RODRIGUES
ID_noise_000382	GABRIELLEN PEIXOTO SOUZA DIAS	1926-12-15	F	GIRLEUSA VIDAL CORDOBA SOUZA
ID_noise_000575	JOSENILMA LIMA RAMIRES	2009-05-03	F	LINDALIA AMORIM LIMA
ID_noise_000353	JACKESON MOREIRA MARINHO	1981-07-06	M	IVANUSE PARIS MOREIRA
ID_L_008539	MESIA ANTUNES MELO	1947-06-23	F	ROCHELI MOURA ANTUNES
ID_noise_000377	SAMPAIO DAVILA SALES	2007-06-17	M	FRANCISCLEIDE VIANA DAVILA
ID_noise_000128	DALBERT BARBOSA MAGALHAES	1959-04-07	M	VALMICEIA MORAIS BARBOSA
ID_noise_000366	SIDIEL FELIX SILVA	2004-02-15	M	JORGETH CARDOSO FELIX
ID_noise_000050	MITRE LACERDA DA MOTA	1900-11-08	M	LUCEA ILHA LACERDA
ID_L_006150	ANIEDSON SOUZA FARIAS	1957-09-15	M	NEUCIMARA DA MOTA SOUZA
ID_L_004276	RONEIVA HIPOLITO DIAS CUSTODIO	1952-10-24	M	EDILELMA ORNELAS GUIMARAES DIAS
ID_noise_000111	LINDICE DA CONCEICAO LESSA	1974-02-08	F	EDEMILDES DA MOTA DA CONCEICAO
ID_noise_000755	LORIVANIA ALMADA PEIXOTO	1953-09-19	F	ANGELITA LIMA ALMADA
ID_L_000748	JAIANA GUEDES	2016-10-21	F	LUDMILI VELOSO GUEDES
ID_noise_000930	JOSETE INFANTE XIMENES	2019-01-28	M	CLEUSIA ESPINOSA INFANTE
ID_noise_000002	UEDJA GOIS ZAGANELLI	2004-01-13	F	ROSENIDA COSTA GOIS
ID_noise_000221	JUENI TEIXEIRA PEIXOTO	1968-11-09	M	LEODACIR SAMPAIO TEIXEIRA
ID_noise_000588	WANDERLAY DA PAZ CAMPOS	1960-08-17	F	ENILTA CAPELO DA PAZ
ID_L_000400	ANATIVIDADE SILVA SILVA	1924-07-11	F	JANISA MORAES SILVA
ID_L_007257	AMAZILIA OURIQUE EVANGELISTA	1928-03-13	F	ODNEIA HILARIO OURIQUE
ID_L_000169	EDVANILDE MONTEIRO SILVA	1964-05-19	F	IGRED INFANTE MONTEIRO
ID_L_001050	RUBENSVAL TEIXEIRA NASCIMENTO	2009-10-01	M	OGARINA SILVA TEIXEIRA
ID_L_007069	EDVARD FRUTUOSO DIAS	1927-07-25	M	ITANIRA MENDES FRUTUOSO
ID_L_005907	GERNO QUARTEIRA APARICIO	1963-04-24	M	ISMAIRA CASTRO QUARTEIRA
ID_noise_000479	KERIN CORDOBA FERRARI	2006-06-12	F	NAUREA SILVA CORDOBA
ID_L_002223	SUEDNEY SOUSA FERNANDES	1998-05-22	M	LUZIRAN PEREIRA SOUSA
ID_L_005277	NEUZIRENE CAMACHO PINTO	2004-03-08	F	LORENILDE SOUZA CAMACHO
ID_noise_000450	ALEXADRINO DAVILA GOULART	1925-09-04	M	EMILSA SAMPAIO DAVILA
ID_noise_000860	ERISNEIDE DORNELES ALVES	1908-09-05	F	CLADIANE MENEZES DORNELES
ID_L_001217	NELDITE BARROS	1957-09-14	F	MAFAUDA CASTRO BARROS
ID_noise_000572	CARMENILDA GUEDES FRUTUOSO	1949-11-22	F	GIUSEPPA GIL GUEDES
ID_noise_000500	LEIDENAURA SILVA ZANETTE	1940-03-15	F	VANDELEI SALES SILVA
ID_L_003983	MEURI SALES MENEZES	2000-05-28	F	TAFINES PEIXOTO SALES
ID_L_000421	DECILIA CAMPOS MEDEIROS CUNHA	1940-07-23	F	EDENEIDE FOGACA MEDEIROS
ID_noise_000070	LIDIANO CALIXTO PAIVA	1993-04-24	M	JUCILETE GOIS CALIXTO
ID_L_003258	ANATAIR EVANGELISTA SILVEIRA	1925-09-12	F	SIDINALVA PINHEIRO EVANGELISTA
ID_L_004437	EDMAIRA MENDES EVANGELISTA	1915-03-05	F	ALCIDENE DINIS MENDES
ID_noise_000232	ESMERITA MELLO LOPES	1944-03-23	F	MAIUDES DA PAZ MELLO
ID_noise_000281	JANDECI MELLO PACHECO	2018-05-21	M	CLEUSENICE BRITO MELLO
ID_L_000213	ANANERE GUEDES CORTE REAL ESCOBAR	1942-01-13	F	CARMONISA INFANTE DA ROSA CORTE REAL
ID_L_007142	GENILZA GONCALVES DOS REIS	1924-04-27	F	CLIVIA HILARIO GONCALVES
ID_noise_000239	ANDRINEIA ALMADA PAIVA	1949-07-27	F	UBIARA PIRES ALMADA
ID_L_001622	ALTAIZA BARROS JORDAO	2013-11-09	F	DANIARA JESUS BARROS
ID_noise_000581	JOCIMERI SUBTIL SILVA	1954-11-12	F	LOURINEIDE SANTOS SUBTIL
ID_noise_000404	CRISLANIO DOS REIS VIEIRA	1905-11-25	M	GENILEUDA HIPOLITO DOS REIS
ID_L_007046	VITIANE SOUZA SANTANA	1930-01-19	F	INUCENCIA MONTEIRO SOUZA
ID_noise_000922	ARILTON COUTINHO ALBUQUERQUE MARQUES	1994-07-28	M	GLICEA MENEZES PACHECO ALBUQUERQUE
ID_L_007891	CLALDINEI SOUSA RODRIGUES CARVALHO	1905-02-05	M	TIRCIANE NOVAES MAIA RODRIGUES
ID_L_005669	JOSSIAS BERNARDES REBELO	1917-09-16	M	EYSHILA VIDAL BERNARDES
ID_L_006186	DANILCE SOARES SOUZA	2019-02-28	F	CELICLEIDE FLORES SOARES
ID_L_006749	AMIRIAN ZAGANELLI	1971-08-22	F	ORDENICE SILVA ZAGANELLI
ID_L_003894	ZANONE CASTRO CORTE REAL	1908-09-12	M	CIDENEIA XISCO CASTRO
ID_noise_000658	ADEMILDE GASPAR CRESPO	2002-04-26	F	ADICLEIA MACHADO GASPAR
ID_noise_000999	WAGMAR GONZAGA ALMADA CALDEIRA	2008-03-19	F	ELI ESPINOSA ALVES ALMADA
ID_L_000507	MIRIEL FURTADO MARQUES	1948-05-20	F	ARDETE PERES FURTADO
ID_L_005405	LEOMIR JESUS FERNANDES	2008-08-21	M	CLAUDJANE PIRES JESUS
ID_L_004717	GLECIONE RIBEIRO ZAGALO	2006-04-11	F	CLAUDELINA ASSUNCAO RIBEIRO
ID_noise_000367	IGNER FURTADO	1961-09-08	M	ALGENIRA GODINHO FURTADO
ID_noise_000593	ANDRECIANE VEIGA QUEIROZ ZAGALO	1971-04-19	F	EDENILDA FERNANDES CAVALCANTI QUEIROZ
ID_L_004460	NIRTE DA COSTA CRESPO	1960-01-05	F	SHISLEY GERALDES DA COSTA
ID_L_008089	OSCALINA QUARTEIRA NUNES	2019-05-18	F	MARIELE SOUSA QUARTEIRA
ID_noise_000534	CILMARIA BARBOSA XIMENES	1990-03-15	F	NADIESCA MONTEIRO BARBOSA
ID_L_004147	LEOCARDO SOUSA GARCIA	1901-05-16	M	RITAMAR PORTO SOUSA
ID_noise_000585	ATRIA DA ROSA JORDAO	1911-12-06	F	EUVIDIA SOUZA DA ROSA
ID_noise_000311	AUDIRENE ALMADA SANTANA	1911-05-07	F	NEREA BITTENCOURT ALMADA
ID_noise_000652	VALDEMISON SOUZA MORAIS	1947-12-28	M	NEIDETE CHAVES SOUZA
ID_noise_000200	DELUBIA PILAR DORNELES	1938-03-03	F	LEUCIVANIA DA ROCHA PILAR
ID_L_005806	GARCIA ALVIM COSTA	1952-03-22	F	DAUCILENE DUARTE ALVIM
ID_L_001729	EDILIO PACHECO DA MOTA	1925-03-22	M	PERGENTINA IBRAHIM PACHECO
ID_L_009027	FLAMEL AVILA GODINHO	1971-01-09	M	VERUSCA GUTERRES AVILA
ID_L_001773	NEMIA RIBEIRO LOPES	1988-02-06	F	PAMELLA BARROS RIBEIRO
ID_L_004520	CLAUDINEL DA MOTA SAMPAIO	1921-08-16	M	ARLANI MORGADO DA MOTA
ID_L_004691	MACIRO CARVALHO DA ROSA	1906-12-22	M	LAUDOMIRA HERNANDES CARVALHO
ID_L_008604	IOR MAGALHAES ORNELAS	1915-02-04	M	JARDEANI GODINHO MAGALHAES
ID_L_007410	GERLENA RODRIGUES	1938-11-02	F	CHAEL AVILA RODRIGOES
ID_L_002130	NISLEI ESPINOSA MONTEIRO CARDOSO	1960-02-24	F	AZENEIDE MELO NEVES MONTEIRO
ID_L_001977	CLEDINA PACHECO	1930-04-07	F	PASCOALINA NOVAES PACHECO
ID_noise_000062	GILVAN SOUSA SALES NOVAIS	1907-05-01	M	MAIARE NOVAIS DA ROCHA SALES
ID_noise_000993	FLORENTIN ARAUJO CUSTODIO	1993-05-06	M	ADELIANA SALGUEIRO ARAUJO
ID_L_002623	KESLEY JORDAO DA CONCEICAO	2003-01-21	M	OCIREMA PIMENTA JORDAO
ID_L_008566	ROSIVANI RESENDE BOAVENTURA	1910-08-19	F	JOEDILA IBRAHIM RESENDE
ID_L_002030	VALDELUZIA MACIEL SILVA DAMASIO	1984-03-23	F	MOEMA PERES FELIX SILVA
ID_L_004709	VANEDSON DAVILA SOUZA	1957-04-24	M	ADELVINA LOPES DAVILA
ID_L_006813	WEVILA SALGUEIRO DAS NEVES	1929-06-19	F	DEINIANE SILVA SALGUEIRO
ID_L_001109	CLEUSEVANIA MENDES	2001-11-08	F	MARILISA BARRETO MENDES
ID_L_004414	OCEAN DA MATA CHAVES	2000-07-15	M	ADERIVANIA MEIRELES DA MATA
ID_L_006496	ARIVAL DA ROCHA SOUSA	1975-08-15	M	TATIA DAS NEVES DA ROCHA
ID_L_009430	DELZELI RAMOS FELIX	1973-04-22	F	CRAIR PINTO RAMOS
ID_L_003747	GINA JESUS SOUSA	1943-08-23	F	JOCINETE SILVA JESUS
ID_noise_000821	REMILDO MENEZES ZANETTE	1903-03-17	M	EVANUSA SALGADO MENEZES
ID_noise_000188	MARINEDE INFANTE RODRIGUES	1907-03-18	F	MAFALDA SILVA INFANTE
ID_noise_000018	SIDEMIR NEVES NASCIMENTO	1918-02-12	M	JESSECA ALMEIDA NEVES
ID_L_009059	ILVONETE GOMES FELIX	1965-09-08	F	LEIDAIANE CONCEICAO GOMES
ID_L_000941	ANATANA MACIEL MARQUES MONTEIRO	1992-04-01	F	EDENEA AVILA NOGUEIRA MARQUES
ID_L_003441	JEFTER CASTRO SOUZA	1911-02-16	M	LARICE TEIXEIRA CASTRO
ID_noise_000088	REGEANI SALES FOGACA	1926-05-11	F	IVANILSE MENDES SALES
ID_noise_000065	VERONIS VIDAL LEIRIA	1987-10-05	F	GIUSEPPINA GERALDES VIDAL
ID_L_004618	ENITON DANTAS PINHEIRO	1912-01-08	M	ERCIANA NOGUEIRA DANTAS
ID_noise_000747	SILERIO CRESPO SILVA	1936-07-20	M	ROBERTTA PIMENTA CRESPO
ID_noise_000203	ELDITE VEIGA DORNELES	1981-02-17	F	ASTA AZAMBUJA VEIGA
ID_L_003655	VICKTOR SILVA ESTEVES	1949-01-11	M	ENEIDE MELLO SILVA
ID_noise_000287	WEVERSSON ALEGRIA JESUS	2007-03-22	M	LUBIANCA BARROS ALEGRIA
ID_L_001727	EDIDACIO MEDEIROS NOGUEIRA	1908-02-13	M	JEFTA CONCEICAO MEDEIROS
ID_noise_000499	STAEL CUSTODIO LESSA	1994-12-04	F	GLECILENE PERES CUSTODIO
ID_noise_000078	DORIANO DIAS	1940-09-26	M	DELBORA SOUSA DIAS
ID_L_009001	MAURITA ASSIS BARROS	2019-11-27	F	GEOGINA ALVIM ASSIS
ID_noise_000358	ADEJANIR BAPTISTA DIAS SOARES	2008-02-06	M	JUTTA CAETANO PARAISO DIAS
ID_L_008434	EDILEIDA AZAMBUJA NUNES JAQUES	1970-05-19	F	SIRLEN BOAVENTURA ARAUJO NUNES
ID_noise_000990	MUSSA SALES BONFIM	1968-10-04	M	IVET MEDEIROS SALES
ID_noise_000713	RAIONARA SILVEIRA HILARIO	1958-08-16	F	IRAILDA BARRETO SILVEIRA
ID_L_000584	IDNEIA MALDONADO BEIRAMAR	1940-11-10	F	KATRIA BARBOSA MALDONADO
ID_noise_000611	LINDARIA GUEDES PEREIRA	1946-06-25	F	MARIVAL SOARES GUEDES
ID_noise_000795	MARINILTON CARDOSO DIAS	2000-04-21	M	ELIVANDRA PIMENTA CARDOSO
ID_noise_000883	IGRED SOUSA DA MATA	1900-07-07	F	BLONDINA MAGALHAES SOUSA
ID_L_003175	SIVIRINA AGUIAR RAMOS	1935-12-17	F	GUACIRA SALES AGUIAR
ID_L_001182	ALDILA SOUZA ALENCASTRO SALES	1973-04-12	F	VERISLANDIA FELIX PARAISO ALENCASTRO
ID_L_002426	LAURIMAR MARQUES ESCOBAR	1937-11-16	M	ANDREILDA DA ROSA MARQUES
ID_noise_000362	LESLIENE AZAMBUJA REZENDE	1951-07-18	F	LEANDRIA FIGUEIROA AZAMBUJA
ID_noise_000015	GERIVAL COUTINHO GOULART	2014-04-11	M	SALET VIDAL COUTINHO
ID_L_009464	WALKIRIO DRUMOND CASTRO	1933-10-16	M	SAVIANA DA MATA DRUMOND
ID_L_008064	UEMERSON RAMOS ARAUJO	2004-03-15	M	LOREMA APARICIO RAMOS
ID_noise_000997	ELINELMA AGUIAR DIAS	2003-05-21	F	WILVA CASTRO AGUIAR
ID_L_001638	WALDERICE TEIXEIRA CALIXTO CURADO	2009-01-22	F	VALDENORA AVILA BELEM CALIXTO
ID_L_008400	ALTIERI LOPES NOVAES	1961-06-22	M	KEROLLY GUTERRES LOPES
ID_L_003095	HOBERT MOREIRA PORTELA	1930-04-20	M	GINAMARA NOGUEIRA MOREIRA
ID_noise_000275	NED ARAUJO CAMACHO	1974-04-25	M	ROSIMEIRES ZAGANELLI ARAUJO
ID_L_003659	EDILA INFANTE OLIVEIRA	1910-07-23	F	LUENE SALES INFANTE
ID_noise_000033	RIANA DAMASIO GUIMARAES	1958-04-20	F	GLAYDES GASPAR DAMASIO
ID_noise_000894	RISOLANDIA CURADO SOUZA	1924-03-01	F	ISABELITA CAMACHO CURADO
ID_L_007024	LACEEL SOUZA ESTEVES	1915-09-28	M	QUESSIA MENDES SOUZA
ID_noise_000548	MARIMARCIA QUARESMA XAVIER JAQUES	1997-05-17	F	ADEMILDES CAPELO GARCIA XAVIER
ID_L_005255	ANERINDO SOARES FELIX	1988-06-18	M	CLIZEIDE MACIEL SOARES
ID_noise_000361	CLAUDIMARA RODRIGUES XISCO	2015-06-11	F	GERSIANA LESSA RODRIGUES
ID_L_005072	HAVI VELOSO MORAES	1919-11-17	M	LINDACIRA ZAGANELLI VELOSO
ID_L_005309	EUDIONE APOLINARIO NOGUEIRA VIANA	2010-10-24	M	SANTUZZA GOULART ALBUQUERQUE NOGUEIRA
ID_L_005413	JERFESON CRESPO	1947-12-08	M	ERCILEIA CUSTODIO CRESPO
ID_noise_000101	VERCILIO LACERDA DAVILA	1954-08-16	M	GEORDANA NOGUEIRA LACERDA
ID_noise_000936	IDINETE FOGACA FERNANDES ILHA	1995-06-10	F	LIDERCI BELEM MACHADO FERNANDES
ID_noise_000557	SIDIVALDO FREITAS GARCIA	2006-11-06	M	MIEKO DA MOTA FREITAS
ID_L_009253	MACIRLEI CAVALCANTE SALES	1695-11-16	M	AUANE MORGADO CAVALCANTE
ID_L_001663	CHRISLEY DA PAZ CRESPO	1990-11-09	F	EUDINEA DANTAS DA PAZ
ID_noise_000094	SHERIDA CALIXTO QUARESMA	1971-05-13	F	LUCIELLEN GOMES CALIXTO
ID_noise_000480	UBALDINO GUEDES VARGAS AMORIM	1955-03-13	M	SILVIENE SOUZA MOREIRA VARGAS
ID_noise_000476	NAZELI PEIXOTO ORNELAS	1949-07-20	F	UDILANE MORAES PEIXOTO
ID_L_001359	EDEVANDRO CAMACHO FLORES	2016-11-02	M	NEUZIETE LEIRIA CAMACHO
ID_noise_000448	DENITE FERNANDES COUTINHO	1928-06-18	M	NATANA APOLINARIO FERNANDES
ID_noise_000003	NAUREA LIMA FELIX	1999-05-03	F	ALECKSANDRA BARROS LIMA
ID_L_004708	GILVIO CRESPO BITTENCOURT	2009-06-13	M	WISLANE CAVALCANTE CRESPO
ID_noise_000656	JOVERLAN GONCALVES PARAISO	1921-77-14	M	ALEGNA ZAGANELLI GONCALVES
ID_noise_000861	DILEUZA MELLO LACERDA	1983-01-12	F	LUNAMAR DA COSTA MELLO
ID_L_009800	NECIVALDA DIAS NOGUEIRA	2000-01-23	F	DAIDES HERNANDES DIAS
ID_noise_000425	WANBASTER MARQUES REBELO	1913-02-17	M	TENIA DA MATA MARQUES
ID_noise_000329	ALDIFRAN PEIXOTO MARTINS	1980-08-22	M	GREICIENE NOVAIS PEIXOTO
ID_L_000286	MICKAELLE TORRES SANTOS OLIVEIRA	1906-01-11	F	PERPETUA MESQUITA ESTEVES SANTOS
ID_noise_000162	WILDNER XIMENES MARINHO	1947-11-04	M	EUDACIA AGUIAR XIMENES
ID_noise_000750	DUMONT LEIRIA	1993-05-20	M	ERCILIA BRITES LEIRIA
ID_L_006934	JAIALA CURADO SUBTIL	2004-07-20	F	JOSERLANDIA BARRETO CURADO
ID_noise_000308	QOETELI DA MATA CARVALHO	1971-05-06	F	AORICLEIDE CUNHA DA MATA
